time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-06-16T16:47:53.180Z,19.1331666666667,-66.4213333333333,21.83,3.11,md,18,253,0.6606,0.23,pr,pr71452838,2024-06-16T17:15:16.550Z,"74 km N of Brenas, Puerto Rico",earthquake,0.95,18.36,0.0859615875414068,11,reviewed,pr,pr
2024-06-16T16:42:49.515Z,53.7164,166.934,10,4.1,mb,27,145,4.42,0.85,us,us7000msu0,2024-06-16T17:16:50.040Z,"Komandorskiye Ostrova, Russia region",earthquake,13.55,1.966,0.082,41,reviewed,us,us
2024-06-16T16:24:06.512Z,53.8704,166.7491,10,4.8,mb,62,107,4.915,0.69,us,us7000msty,2024-06-16T17:01:03.040Z,"Komandorskiye Ostrova, Russia region",earthquake,6.75,1.887,0.038,215,reviewed,us,us
2024-06-16T15:49:20.366Z,42.5749,43.6253,10,4.2,mb,26,76,0.994,1.19,us,us7000msts,2024-06-16T18:40:54.040Z,"15 km E of Oni, Georgia",earthquake,5.29,1.968,0.141,14,reviewed,us,us
2024-06-16T15:42:40.282Z,42.5577,43.5822,10,4.4,mb,49,41,1.01,0.98,us,us7000mstr,2024-06-16T18:06:01.040Z,"11 km ESE of Oni, Georgia",earthquake,5.7,1.92,0.089,37,reviewed,us,us
2024-06-16T14:56:41.976Z,61.442,-150.7954,49.6,3,ml,,,,0.76,ak,ak0247q2yfkl,2024-06-16T20:04:20.438Z,"18 km SW of Susitna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-06-16T14:56:26.326Z,62.3062,-150.1006,11.1,2.5,ml,,,,0.44,ak,ak0247q2yfk8,2024-06-16T16:42:01.040Z,"2 km SSE of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-06-16T14:47:31.677Z,-15.9192,-74.5392,19.917,6,mww,74,68,4.502,1.11,us,us7000mstj,2024-06-17T18:17:26.422Z,"23 km SW of Atiquipa, Peru",earthquake,8.25,4.646,0.058,29,reviewed,us,us
2024-06-16T14:08:13.015Z,-21.683,-179.2145,567.249,5.2,mb,44,79,3.771,0.75,us,us7000mstf,2024-06-16T14:22:33.040Z,"Fiji region",earthquake,11.49,9.787,0.072,64,reviewed,us,us
2024-06-16T13:48:22.296Z,-20.2937,-177.5684,494.299,5.1,mb,44,71,2.378,0.78,us,us7000mstd,2024-06-16T14:02:07.040Z,"255 km WNW of Houma, Tonga",earthquake,11.83,9.458,0.085,45,reviewed,us,us
2024-06-16T13:09:15.813Z,-9.5241,112.798,53.827,4.8,mb,40,65,1.699,0.67,us,us7000mst7,2024-06-16T14:27:37.040Z,"145 km S of Dampit, Indonesia",earthquake,8.42,8.041,0.086,42,reviewed,us,us
2024-06-16T12:58:07.182Z,-14.6542,168.1853,10,4.6,mb,22,76,6.943,0.76,us,us7000mst5,2024-06-16T14:40:21.040Z,"109 km SE of Sola, Vanuatu",earthquake,10.84,1.927,0.132,17,reviewed,us,us
2024-06-16T11:49:04.982Z,4.8468,125.3423,57.28,4.9,mb,52,82,2.221,0.86,us,us7000mssz,2024-06-16T12:07:44.040Z,"62 km SSW of Sarangani, Philippines",earthquake,6.32,6.811,0.056,101,reviewed,us,us
2024-06-16T11:35:24.749Z,61.4457,-149.7525,52.1,2.5,ml,,,,0.33,ak,ak0247q11ml6,2024-06-16T12:46:06.040Z,"1 km SW of Knik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-06-16T10:35:01.914Z,35.7286,140.0738,73.96,4.5,mb,43,123,1.714,0.4,us,us7000msss,2024-06-17T02:41:24.081Z,"7 km S of Shiroi, Japan",earthquake,7.84,6.781,0.108,25,reviewed,us,us
2024-06-16T10:16:35.989Z,35.7574,140.1841,64.223,4.5,mb,44,88,1.78,0.64,us,us7000mssq,2024-06-16T14:31:48.148Z,"2 km SW of Inba, Japan",earthquake,7.64,2.438,0.062,76,reviewed,us,us
2024-06-16T10:08:29.800Z,19.2573333333333,-155.394166666667,31.22,3.06,ml,46,107,0.01998,0.12,hv,hv74279461,2024-06-17T10:10:40.286Z,"10 km NE of Pāhala, Hawaii",earthquake,0.42,0.57,0.200079389613298,33,reviewed,hv,hv
2024-06-16T09:19:44.748Z,43.5319,-103.2417,9.991,2.8,ml,27,42,0.823,1.01,us,us7000mssj,2024-06-17T13:26:37.087Z,"7 km NE of Buffalo Gap, South Dakota",earthquake,5.57,7.977,0.256,2,reviewed,us,us
2024-06-16T08:48:52.152Z,-20.4726,-177.6642,495.291,4.4,mb,59,51,2.403,1,us,us7000mssg,2024-06-16T09:04:34.040Z,"257 km WNW of Houma, Tonga",earthquake,11.21,7.936,0.051,112,reviewed,us,us
2024-06-16T07:52:35.623Z,61.6078,-150.0859,38.4,3.3,ml,,,,0.67,ak,ak0247pyrk42,2024-06-17T05:49:18.218Z,"11 km NW of Big Lake, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2024-06-16T07:27:45.480Z,-11.3591,166.3602,146.449,4.6,mb,52,101,6.59,0.33,us,us7000mss8,2024-06-16T07:45:53.040Z,"93 km SE of Lata, Solomon Islands",earthquake,9.5,5.48,0.082,45,reviewed,us,us
2024-06-16T07:19:02.550Z,35.7553333,-117.5728333,2.95,3.33,ml,38,82,0.1284,0.15,ci,ci40800256,2024-06-17T03:25:23.540Z,"15 km W of Searles Valley, CA",earthquake,0.17,0.72,0.158,215,reviewed,ci,ci
2024-06-16T07:03:03.000Z,47.6745,-122.088,14.57,2.68,ml,126,35,0.02584,0.39,uw,uw62007742,2024-06-19T01:28:42.588Z,"2 km E of Redmond, Washington",earthquake,0.23,0.46,0.1441737743233409,163,reviewed,uw,uw
2024-06-16T06:29:21.180Z,37.2576666666667,-121.635333333333,4.86,3.01,mw,130,42,,0.08,nc,nc75022872,2024-06-18T02:38:36.969Z,"14 km NNE of Morgan Hill, CA",earthquake,0.08,0.17,,4,reviewed,nc,nc
2024-06-16T06:17:35.853Z,-22.8098,-66.0435,254.203,4.2,mb,19,133,3.258,0.83,us,us7000msrw,2024-06-16T06:43:43.040Z,"36 km WSW of Abra Pampa, Argentina",earthquake,7.31,17.83,0.305,3,reviewed,us,us
2024-06-16T05:49:56.160Z,37.5636666666667,-113.059333333333,12.57,3.11,ml,26,58,0.0388,0.23,uu,uu80073776,2024-06-18T14:12:40.686Z,"11 km ENE of Kanarraville, Utah",earthquake,0.45,0.55,0.221612825973656,24,reviewed,uu,uu
2024-06-16T05:39:02.260Z,38.9958,75.2728,47.324,4.3,mb,54,127,2.072,0.77,us,us7000msrq,2024-06-16T06:16:13.040Z,"81 km SW of Kashgar, China",earthquake,8.47,9.856,0.096,31,reviewed,us,us
2024-06-16T01:33:16.951Z,-3.2632,145.9612,10,4.9,mb,62,65,1.854,1.02,us,us7000msqy,2024-06-16T01:50:36.040Z,"199 km SW of Lorengau, Papua New Guinea",earthquake,7.76,1.876,0.082,46,reviewed,us,us
2024-06-16T01:00:49.997Z,57.2084,-146.683,10,2.6,ml,17,284,2.235,0.43,us,us7000msqw,2024-06-16T02:07:39.040Z,"Gulf of Alaska",earthquake,10.52,2.02,0.062,34,reviewed,us,us
2024-06-16T00:27:56.572Z,-60.9993,154.2552,7.017,6,mww,58,37,6.982,0.99,us,us7000msqt,2024-06-17T00:31:59.852Z,"west of Macquarie Island",earthquake,11.52,3.176,0.049,40,reviewed,us,us
2024-06-15T22:50:27.850Z,18.906,-67.073,43.68,3.43,md,32,208,0.4103,0.19,pr,pr71452793,2024-06-16T00:01:50.990Z,"45 km N of Isabela, Puerto Rico",earthquake,0.55,1.39,0.0783916664299782,18,reviewed,pr,pr
2024-06-15T21:27:02.577Z,58.753,-138.7245,0,3.2,ml,,,,0.83,ak,ak0247ojeupd,2024-06-15T21:44:36.040Z,"105 km SSE of Yakutat, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-06-15T21:08:09.030Z,18.0575,-66.9958333333333,23.38,2.57,md,6,89,0.09896,0.11,pr,pr71452788,2024-06-15T21:33:26.770Z,"4 km WSW of Sabana Grande, Puerto Rico",earthquake,0.56,1.12,0.0282792886305341,5,reviewed,pr,pr
2024-06-15T18:38:03.655Z,-40.5596,78.1145,10,5.5,mww,100,30,10.416,0.7,us,us7000mspm,2024-06-17T12:38:42.040Z,"Mid-Indian Ridge",earthquake,9.72,1.826,0.103,9,reviewed,us,us
2024-06-15T17:50:41.186Z,-55.8044,-28.1744,13.505,5.4,mb,100,40,5.018,0.72,us,us7000msph,2024-06-16T17:55:19.438Z,"South Sandwich Islands region",earthquake,8.99,3.992,0.058,100,reviewed,us,us
2024-06-15T17:40:31.650Z,19.0255,-155.436833333333,36.8,3.1,ml,58,208,0.1234,0.12,hv,hv74278636,2024-06-18T01:44:40.731Z,"15 km ESE of Naalehu, Hawaii",earthquake,0.41,0.58,0.148964739162831,41,reviewed,hv,hv
2024-06-15T17:30:58.613Z,31.682,-104.396,4.7925,2.5,ml,23,68,0,0.2,tx,tx2024lsqg,2024-06-17T19:24:37.816Z,"54 km S of Whites City, New Mexico",earthquake,0.9540218611022597,0.9909665282622427,0.1,19,reviewed,tx,tx
2024-06-15T16:42:47.012Z,-39.1513,174.7574,224.236,4.4,ml,32,62,0.642,0.58,us,us7000msp6,2024-06-17T09:59:25.389Z,"45 km ENE of Stratford, New Zealand",earthquake,6.08,3.704,0.066,30,reviewed,us,us
2024-06-15T16:38:41.980Z,19.0156666666667,-155.437333333333,36.01,2.73,ml,51,211,0.1281,0.1,hv,hv74278571,2024-06-18T02:05:29.250Z,"16 km ESE of Naalehu, Hawaii",earthquake,0.58,0.66,0.117788838168928,18,reviewed,hv,hv
2024-06-15T15:31:02.122Z,-4.8902,102.9887,65.304,4.7,mb,86,138,0.528,0.78,us,us7000msnz,2024-06-15T15:56:44.040Z,"99 km SSW of Pagar Alam, Indonesia",earthquake,8.82,5.908,0.065,77,reviewed,us,us
2024-06-15T15:17:55.738Z,-3.0544,130.0182,16.548,4.5,mb,60,54,2.232,0.7,us,us7000msnx,2024-06-15T16:39:16.040Z,"119 km ENE of Masohi, Indonesia",earthquake,6.05,3.722,0.081,49,reviewed,us,us
2024-06-15T15:15:16.411Z,31.627,-104.493,6.0999,2.6,ml,38,69,0,0.2,tx,tx2024lslu,2024-06-17T16:59:21.829Z,"61 km S of Whites City, New Mexico",earthquake,0.9027859601196832,0.6451058150183628,0.2,30,reviewed,tx,tx
2024-06-15T14:59:12.041Z,27.1265,143.5008,13.244,4.7,mb,45,138,1.174,0.55,us,us7000msns,2024-06-15T15:39:13.040Z,"Bonin Islands, Japan region",earthquake,10.53,4.565,0.058,91,reviewed,us,us
2024-06-15T14:48:52.875Z,7.7487,137.1636,57.179,4.7,mb,51,133,10.789,0.63,us,us7000msnr,2024-06-15T15:32:20.040Z,"222 km SSW of Colonia, Micronesia",earthquake,11.42,5.571,0.049,125,reviewed,us,us
2024-06-15T14:41:56.950Z,18.8245,-155.054666666667,8.84,3.2,ml,58,268,0.4643,0.19,hv,hv74278456,2024-06-18T03:10:48.000Z,"61 km SE of Pāhala, Hawaii",earthquake,0.9,1.18,0.184879626558577,34,reviewed,hv,hv
2024-06-15T14:12:46.990Z,54.5235,-163.525,11.18,2.52,ml,15,210,0.1755,0.27,av,av93165301,2024-06-17T02:08:14.390Z,"37 km S of False Pass, Alaska",earthquake,0.91,1.25,0.289824425364861,16,reviewed,av,av
2024-06-15T13:39:55.922Z,36.4177,70.9509,193.826,4.4,mb,31,176,2.718,0.55,us,us7000msnh,2024-06-15T14:14:27.040Z,"50 km SSE of Jurm, Afghanistan",earthquake,9.66,9.257,0.123,19,reviewed,us,us
2024-06-15T13:35:31.222Z,46.8374,142.3198,9.93,4.3,mb,31,104,0.326,0.56,us,us7000msng,2024-06-15T15:21:32.040Z,"20 km NW of Aniva, Russia",earthquake,6.36,5.666,0.085,39,reviewed,us,us
2024-06-15T13:31:09.710Z,19.0226666666667,-155.4425,36.58,3.3,ml,60,208,0.1202,0.13,hv,hv74278381,2024-06-18T21:43:26.864Z,"15 km ESE of Naalehu, Hawaii",earthquake,0.42,0.57,0.192610389325097,43,reviewed,hv,hv
2024-06-15T13:11:29.410Z,56.3417,-149.9957,18.461,3.5,ml,25,209,2.021,0.84,us,us7000msn8,2024-06-15T16:22:35.496Z,"198 km SE of Chiniak, Alaska",earthquake,8.33,8.15,0.053,46,reviewed,us,us
2024-06-15T13:08:12.441Z,3.1626,127.2923,28.488,5.6,mww,111,43,2.376,0.92,us,us7000msn7,2024-06-16T13:13:14.114Z,"177 km NNW of Tobelo, Indonesia",earthquake,2.43,3.846,0.078,16,reviewed,us,us
2024-06-15T11:50:11.815Z,-23.622,-66.7988,198.316,4.5,mb,46,72,2.71,0.69,us,us7000msmy,2024-06-15T12:05:03.040Z,"82 km NW of San Antonio de los Cobres, Argentina",earthquake,8.3,8.858,0.099,30,reviewed,us,us
2024-06-15T10:24:03.298Z,63.3144,-148.8737,82.4,3.5,ml,,,,0.65,ak,ak0247ocufye,2024-06-15T16:37:48.523Z,"9 km SSE of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-06-15T10:15:03.630Z,17.9048333333333,-66.7551666666667,6.78,2.47,md,8,240,0.1269,0.1,pr,pr71452758,2024-06-15T10:37:44.480Z,"10 km SSW of Tallaboa, Puerto Rico",earthquake,0.7,0.33,0.0778310188517595,3,reviewed,pr,pr
2024-06-15T08:35:09.735Z,-21.8373,-68.2857,110.144,4.6,mb,35,68,1.37,0.48,us,us7000msmf,2024-06-15T10:03:07.040Z,"67 km S of Ollagüe, Chile",earthquake,8.74,4.142,0.098,31,reviewed,us,us
2024-06-15T08:31:48.050Z,19.1176666666667,-66.693,10.93,3.09,md,11,288,0.6557,0.42,pr,pr71452748,2024-06-15T08:55:46.320Z,"71 km N of Carrizales, Puerto Rico",earthquake,4.44,5.72,0.109613865740895,10,reviewed,pr,pr
2024-06-15T05:34:14.576Z,29.7036,69.8955,10,4.4,mb,38,90,8.962,0.65,us,us7000msls,2024-06-15T06:46:23.040Z,"41 km ESE of Barkhan, Pakistan",earthquake,9.46,1.424,0.098,30,reviewed,us,us
2024-06-15T05:21:16.290Z,17.9553333333333,-65.1833333333333,5.12,3.33,md,15,222,0.45,0.37,pr,pr71452718,2024-06-15T08:36:37.910Z,"34 km ESE of Esperanza, Puerto Rico",earthquake,1.26,1.25,0.0791758200872623,10,reviewed,pr,pr
2024-06-15T05:08:19.960Z,18.7343333333333,-67.3585,6.18,3,md,8,306,0.3542,0.26,pr,pr71452713,2024-06-15T07:03:29.060Z,"38 km NW of San Antonio, Puerto Rico",earthquake,1.78,1.76,0.0390654205521914,4,reviewed,pr,pr
2024-06-15T04:06:11.560Z,17.9086666666667,-66.8455,11.36,2.64,md,9,240,0.06699,0.22,pr,pr71452703,2024-06-15T04:22:45.650Z,"8 km SSE of Maria Antonia, Puerto Rico",earthquake,1.2,0.63,0.188380630237186,5,reviewed,pr,pr
2024-06-15T03:00:29.271Z,27.0341,128.2654,57.051,4.3,mb,24,81,0.197,0.83,us,us7000msl4,2024-06-15T03:17:12.040Z,"28 km E of Iheya, Japan",earthquake,5.84,6.606,0.116,21,reviewed,us,us
2024-06-15T00:23:44.604Z,-33.9305,-72.208,28.315,4.7,mb,36,95,0.565,0.96,us,us7000msk4,2024-06-15T00:37:51.040Z,"66 km WSW of San Antonio, Chile",earthquake,4.42,6.796,0.165,11,reviewed,us,us
2024-06-14T23:47:45.125Z,-5.9516,102.9466,30.596,4.9,mb,82,92,1.581,0.6,us,us7000msjy,2024-06-15T00:05:13.040Z,"215 km S of Pagar Alam, Indonesia",earthquake,5.18,5.389,0.062,80,reviewed,us,us
2024-06-14T23:43:10.490Z,19.0228333333333,-155.4385,36.55,4.06,ml,61,208,0.1234,0.13,hv,hv74277571,2024-06-16T08:36:12.203Z,"15 km ESE of Naalehu, Hawaii",earthquake,0.39,0.56,0.16851591702651,46,reviewed,hv,hv
2024-06-14T23:26:57.198Z,-2.9783,130.206,10,4.3,mb,22,82,2.041,0.75,us,us7000msjt,2024-06-15T00:06:32.040Z,"141 km ENE of Masohi, Indonesia",earthquake,5.29,1.921,0.161,11,reviewed,us,us
2024-06-14T23:24:18.637Z,34.1134,86.406,10,4.6,mb,63,101,6.367,0.76,us,us7000msjs,2024-06-14T23:46:54.040Z,"western Xizang",earthquake,3.99,1.882,0.081,45,reviewed,us,us
2024-06-14T23:17:13.389Z,54.4801,-163.5699,10,3.5,ml,15,188,0.387,0.63,us,us7000msjp,2024-06-15T04:33:09.800Z,"42 km SSW of False Pass, Alaska",earthquake,3.18,1.971,0.097,14,reviewed,us,us
2024-06-14T23:04:53.710Z,17.9303333333333,-66.9508333333333,11.12,2.48,md,11,198,0.08137,0.09,pr,pr71452678,2024-06-14T23:19:47.730Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.52,0.65,0.0635325418437596,6,reviewed,pr,pr
2024-06-14T22:39:02.720Z,19.0205,-155.436166666667,36.22,2.52,ml,54,210,0.1265,0.12,hv,hv74277536,2024-06-15T00:01:04.044Z,"15 km ESE of Naalehu, Hawaii",earthquake,0.43,0.61,0.170677172955763,15,reviewed,hv,hv
2024-06-14T22:00:39.720Z,32.9701667,-115.5336667,11.69,2.62,ml,56,40,0.07218,0.31,ci,ci40799144,2024-06-14T22:59:02.553Z,"1 km SSW of Brawley, CA",earthquake,0.27,0.48,0.25,26,reviewed,ci,ci
2024-06-14T21:57:43.930Z,17.8541666666667,-66.8563333333333,6.59,2.53,md,8,219,0.1181,0.07,pr,pr71452653,2024-06-14T22:14:20.380Z,"14 km SSE of Guánica, Puerto Rico",earthquake,0.45,0.28,0.0305953250847693,6,reviewed,pr,pr
2024-06-14T21:30:37.557Z,58.8145,-154.6315,106.6,2.7,ml,,,,0.14,ak,ak0247mvw823,2024-06-14T22:08:15.040Z,"70 km S of Kokhanok, Alaska",earthquake,,1.5,,,automatic,ak,ak
2024-06-14T21:27:54.447Z,-25.8609,179.5972,520.428,4.4,mb,29,145,4.023,0.71,us,us7000msiy,2024-06-14T21:52:11.040Z,"south of the Fiji Islands",earthquake,14.47,11.318,0.107,25,reviewed,us,us
2024-06-14T21:21:37.371Z,-10.4367,122.2481,10,4.1,mb,16,78,2.1,0.66,us,us7000msiw,2024-06-14T23:13:17.040Z,"93 km WNW of Baa, Indonesia",earthquake,5.7,1.99,0.214,6,reviewed,us,us
2024-06-14T21:05:00.260Z,17.911,-66.9376666666667,9.77,2.53,md,5,236,0.08456,0.26,pr,pr71452638,2024-06-14T21:18:59.460Z,"7 km SSW of Guánica, Puerto Rico",earthquake,1.35,1.53,0.0707518715904176,5,reviewed,pr,pr
2024-06-14T20:53:13.653Z,37.4279,72.1433,187.506,4.2,mb,38,85,2.064,1.28,us,us7000msin,2024-06-14T23:03:43.040Z,"52 km E of Khorugh, Tajikistan",earthquake,7.94,7.688,0.136,15,reviewed,us,us
2024-06-14T20:53:01.413Z,-21.0118,-67.1692,191.448,4.5,mb,57,54,2.083,0.78,us,us7000msil,2024-06-14T22:15:17.040Z,"70 km SSW of Uyuni, Bolivia",earthquake,6.58,6.971,0.079,53,reviewed,us,us
2024-06-14T20:45:44.616Z,69.8274,-130.723,9.87,4.2,mb,47,79,1.83,0.83,us,us7000msik,2024-06-14T22:42:25.040Z,"202 km NE of Inuvik, Canada",earthquake,7.23,4.94,0.095,31,reviewed,us,us
2024-06-14T19:56:02.603Z,-16.9366,-174.1408,139.189,4.2,mb,56,65,3.773,0.6,us,us7000msig,2024-06-14T22:02:19.040Z,"114 km SSW of Hihifo, Tonga",earthquake,8.72,7.065,0.083,50,reviewed,us,us
2024-06-14T19:49:29.610Z,19.3141666666667,-155.209,0.83,2.71,ml,54,125,0.05962,0.15,hv,hv74277281,2024-06-15T00:16:36.040Z,"14 km S of Volcano, Hawaii",earthquake,0.2,0.29,0.193140745385267,33,reviewed,hv,hv
2024-06-14T18:50:10.932Z,54.4855,-163.4672,13.421,2.6,ml,18,187,0.226,0.45,us,us7000mslb,2024-06-15T13:49:56.040Z,"41 km S of False Pass, Alaska",earthquake,1.59,5.032,0.097,14,reviewed,us,us
2024-06-14T18:16:26.228Z,-10.4771,120.1486,20.109,4.5,mb,37,96,2.856,0.84,us,us7000mshc,2024-06-14T23:33:47.040Z,"91 km S of Waingapu, Indonesia",earthquake,6.83,5.582,0.095,36,reviewed,us,us
2024-06-14T16:49:12.610Z,63.5805,-150.9251,12.2,2.5,ml,,,,0.56,ak,ak0247mt12pp,2024-06-14T20:11:53.040Z,"39 km E of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-06-14T15:39:50.224Z,59.8546,-152.7723,103.2,3.1,ml,,,,0.35,ak,ak0247msdktl,2024-06-14T22:58:24.283Z,"53 km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-06-14T15:38:02.253Z,-51.5459,139.4706,10,4.7,mb,26,107,10.149,0.61,us,us7000msg6,2024-06-14T15:55:17.040Z,"western Indian-Antarctic Ridge",earthquake,8.03,1.92,0.126,22,reviewed,us,us
2024-06-14T15:30:53.946Z,-51.4494,139.4107,10,4.7,mb,27,96,12.155,1.14,us,us7000msg4,2024-06-14T15:50:14.040Z,"western Indian-Antarctic Ridge",earthquake,12.12,1.922,0.114,23,reviewed,us,us
2024-06-14T15:11:48.296Z,41.8074,-127.2113,10,2.9,ml,11,323,2.19,0.56,us,us7000msfh,2024-06-14T16:45:48.040Z,"238 km WSW of Pistol River, Oregon",earthquake,6.52,2.028,0.049,54,reviewed,us,us
2024-06-14T15:11:34.063Z,-51.4507,139.4619,10,4.5,mb,17,112,14.519,0.92,us,us7000msg3,2024-06-14T16:41:30.040Z,"western Indian-Antarctic Ridge",earthquake,9.99,1.951,0.15,15,reviewed,us,us
2024-06-14T11:31:22.830Z,19.2686666666667,-66.337,6.55,3.29,md,11,293,0.8082,0.14,pr,pr71452593,2024-06-14T12:02:33.370Z,"88 km N of Brenas, Puerto Rico",earthquake,3.54,3.19,0.0359298508853028,8,reviewed,pr,pr
2024-06-14T11:09:15.753Z,5.1806,125.9263,99.137,4.4,mb,38,88,1.908,1.04,us,us7000msdc,2024-06-14T11:41:30.040Z,"56 km ESE of Sarangani, Philippines",earthquake,8.22,7.64,0.096,31,reviewed,us,us
2024-06-14T09:51:57.377Z,-31.1972,-13.3447,10,5.9,mww,157,56,5.918,0.53,us,us7000msc3,2024-06-15T09:55:48.576Z,"southern Mid-Atlantic Ridge",earthquake,9.19,1.841,0.086,13,reviewed,us,us
2024-06-14T09:29:34.779Z,-30.793,-13.7184,10,5.4,mb,45,109,16.468,0.79,us,us7000msc1,2024-06-15T09:32:39.773Z,"southern Mid-Atlantic Ridge",earthquake,13.62,1.911,0.09,42,reviewed,us,us
2024-06-14T09:28:12.241Z,-31.2473,-13.4676,10,5.3,mb,32,79,5.884,0.76,us,us7000msbz,2024-06-14T09:46:33.040Z,"southern Mid-Atlantic Ridge",earthquake,9.02,1.622,0.11,28,reviewed,us,us
2024-06-14T08:18:47.488Z,2.1592,128.1261,170.4,4.5,mb,46,77,1.573,0.6,us,us7000msbm,2024-06-14T08:38:14.040Z,"49 km NNE of Tobelo, Indonesia",earthquake,6.93,7.312,0.074,53,reviewed,us,us
2024-06-14T05:47:52.809Z,-17.8392,-178.5982,559.488,4.2,mb,37,78,2.367,0.88,us,us7000msbg,2024-06-14T06:08:52.040Z,"222 km E of Levuka, Fiji",earthquake,12.82,7.816,0.065,66,reviewed,us,us
2024-06-14T05:39:43.781Z,-1.9195,100.3383,62.763,4.8,mb,42,179,3.565,0.61,us,us7000msbe,2024-06-14T05:58:23.040Z,"84 km E of Tuapejat, Indonesia",earthquake,9.55,9.008,0.094,35,reviewed,us,us
2024-06-14T05:25:26.330Z,37.4814987182617,-121.806831359863,5.15000009536743,2.89,md,74,34,,0.09,nc,nc75022077,2024-06-16T06:46:27.004Z,"11 km ENE of Milpitas, CA",earthquake,0.14,0.389999986,0.13,105,automatic,nc,nc
2024-06-14T04:26:48.962Z,-30.9154,-13.4724,10,5.9,mww,84,56,6.212,0.7,us,us7000msb0,2024-06-15T04:29:52.960Z,"southern Mid-Atlantic Ridge",earthquake,10,1.852,0.078,16,reviewed,us,us
2024-06-14T01:05:24.304Z,-10.1439,164.7155,10,4.5,mb,19,218,4.751,0.82,us,us7000msa1,2024-06-14T01:39:44.040Z,"134 km WNW of Lata, Solomon Islands",earthquake,13.5,1.996,0.15,16,reviewed,us,us
2024-06-14T00:56:01.499Z,44.645,149.5235,35,4.3,mb,29,188,4.995,0.45,us,us7000ms9z,2024-06-17T01:25:26.040Z,"145 km ESE of Kuril’sk, Russia",earthquake,6.83,1.964,0.125,18,reviewed,us,us
2024-06-14T00:07:04.484Z,31.7,-104.163,7.3303,2.5,ml,17,52,0.1,0.2,tx,tx2024lpmg,2024-06-17T01:11:00.040Z,"53 km W of Mentone, Texas",earthquake,0.6888604322003554,0.9848931049133465,0.1,18,reviewed,tx,tx
2024-06-13T23:45:54.198Z,-19.8338,-175.578,138.974,4.8,mb,80,71,1.375,0.66,us,us7000ms9q,2024-06-17T00:58:38.040Z,"128 km W of Pangai, Tonga",earthquake,11.26,5.152,0.032,296,reviewed,us,us
2024-06-13T23:42:49.070Z,36.553165435791,-121.065170288086,5.3600001335144,2.66,md,53,68,,0.21,nc,nc75021977,2024-06-17T00:32:22.040Z,"7 km E of Pinnacles, CA",earthquake,0.31,0.939999998,0.12,56,automatic,nc,nc
2024-06-13T22:46:50.153Z,-8.6526,-75.9758,10,5,mb,72,71,3.422,0.68,us,us7000ms9k,2024-06-17T00:25:38.076Z,"57 km ESE of Uchiza, Peru",earthquake,8.4,1.818,0.036,241,reviewed,us,us
2024-06-13T21:45:27.556Z,8.9284,126.4278,58.103,4.8,mb,60,82,2.029,0.72,us,us7000ms9b,2024-06-17T00:15:18.040Z,"13 km ENE of Aras-asan, Philippines",earthquake,10.22,6.759,0.043,170,reviewed,us,us
2024-06-13T21:38:02.542Z,18.7067,146.6232,35,4.8,mb,80,74,3.538,0.5,us,us7000ms9a,2024-06-17T00:06:06.040Z,"Pagan region, Northern Mariana Islands",earthquake,7.66,1.842,0.049,131,reviewed,us,us
2024-06-13T21:06:53.750Z,17.855,-66.9265,11.93,2.67,md,5,291,0.1276,0.06,pr,pr71452563,2024-06-13T21:21:10.140Z,"13 km S of Guánica, Puerto Rico",earthquake,0.89,1.37,0.0162873205183149,4,reviewed,pr,pr
2024-06-13T19:44:01.659Z,5.6204,125.9728,110.748,4.5,mb,53,110,1.492,0.92,us,us7000ms8p,2024-06-13T20:01:59.040Z,"49 km SE of Caburan, Philippines",earthquake,9.32,7.752,0.067,65,reviewed,us,us
2024-06-13T18:06:38.460Z,32.2961667,-115.3115,14.99,2.78,ml,18,222,0.497,0.27,ci,ci40797520,2024-06-13T18:39:49.306Z,"13 km WSW of Delta, B.C., MX",earthquake,0.98,31.61,0.157,62,reviewed,ci,ci
2024-06-13T17:50:36.435Z,60.1198,-148.4666,6.1,3.1,ml,,,,0.84,ak,ak0247l63fcl,2024-06-13T18:45:42.219Z,"25 km WNW of Chenega, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-06-13T17:44:36.774Z,43.1322,145.7668,79.133,4.3,mb,26,143,2.227,0.69,us,us7000ms7q,2024-06-13T18:27:14.040Z,"26 km SE of Nemuro, Japan",earthquake,5.03,8.463,0.129,17,reviewed,us,us
2024-06-13T17:40:08.403Z,20.1376,-155.6199,35.246,2.5,ml,12,257,0.129,0.09,us,us7000ms7m,2024-06-13T18:13:18.040Z,"5 km WNW of Kukuihaele, Hawaii",earthquake,4.27,4.719,0.057,40,reviewed,us,us
